condition	reaction_id	flux	reduced_cost
rhizosphere_max_n2	rxnPG9	0.00016571137857287842	0.0
rhizosphere_max_n2	rxnPG10	5.155242770876582e-05	0.0
rhizosphere_max_n2	rxnPG11	5.155242770876581e-05	0.0
rhizosphere_max_n2	rxnPG12	5.1552427708765815e-05	0.0
rhizosphere_max_n2	rxnPG13	0.032268487477470825	0.0
rhizosphere_max_n2	rxnPG14	0.032268487477470825	0.0
rhizosphere_max_n2	rxnPG15	0.0010147816619766536	0.0
rhizosphere_max_n2	rxnPG16	0.0009955339318890998	0.0
rhizosphere_max_n2	rxnPG17	0.0001472926505964738	0.0
rhizosphere_max_n2	rxnPG18	0.0001472926505964738	0.0
rhizosphere_max_n2	rxnPG19	0.003977098193937143	0.0
rhizosphere_max_n2	rxnPG20	0.0038118332011164227	0.0
rhizosphere_max_n2	rxnPG21	0.0010126369728507573	0.0
rhizosphere_max_n2	rxnPG22	0.0010126369728507573	0.0
rhizosphere_max_n2	rxnPG23	0.00013295314854766378	0.0
rhizosphere_max_n2	rxnPG24	6.259937650350135e-05	0.0
rhizosphere_max_n2	rxnPG25	6.259937650350135e-05	0.0
rhizosphere_max_n2	rxnPG26	6.259937650350135e-05	0.0
rhizosphere_max_n2	rxnPG27	4.050547891403029e-05	0.0
rhizosphere_max_n2	rxnPG28	4.050547891403029e-05	0.0
rhizosphere_max_n2	rxnPG34	9.574022288770794e-05	0.0
rhizosphere_max_n2	rxnPG35	0.027204926419851654	0.0
rhizosphere_max_n2	rxnPG36	0.027017095122790352	0.0
rhizosphere_max_n2	rxnPG37	0.0023898232559277865	0.0
rhizosphere_max_n2	rxnPG38	0.0023898232559277865	0.0
rhizosphere_max_n2	rxnPG39	0.0002798560361333001	0.0
rhizosphere_max_n2	rxnPG40	1.1046948794735534e-05	0.0
rhizosphere_max_n2	rxnPG	2.588488100235622e-05	0.0
rhizosphere_max_n2	rxnCL1	2.1876563293524446e-06	0.0
rhizosphere_max_n2	rxnCL2	7.656797152733553e-06	0.0
rhizosphere_max_n2	rxnCL3	9.844453482085998e-06	0.0
rhizosphere_max_n2	rxnCL4	0.00013618160650218965	0.0
